id,status,timbre
6IGNiQMrUafPN2mD1juVen,200,"[0.916, 1.0, 0.917, 0.748, 0.506, 0.319, 0.197, 0.14, 0.205, 0.322, 0.395, 0.404]"
3PnkXPog4CzvDYne8pYG7u,200,"[0.945, 0.746, 1.0, 0.477, 0.277, 0.242, 0.323, 0.268, 0.454, 0.328, 0.294, 0.208]"
1eEE1W5zrOWDFLzg65HJMI,200,"[1.0, 0.94, 0.698, 0.694, 0.651, 0.622, 0.592, 0.601, 0.599, 0.647, 0.57, 0.267]"
7iOJwnmNpDfBlyxyaop9xD,200,"[0.48, 0.419, 0.254, 0.507, 1.0, 0.594, 0.556, 0.509, 0.294, 0.293, 0.512, 0.778]"
3tO8HWqpZEefQiQKXj9EmT,200,"[0.368, 0.51, 0.363, 0.34, 0.36, 0.632, 0.924, 1.0, 0.831, 0.431, 0.136, 0.2]"
1dhGWg69tJoDjr9djZKrL4,200,"[0.756, 1.0, 0.976, 0.767, 0.634, 0.695, 0.777, 0.822, 0.784, 0.705, 0.829, 0.729]"
4EdaxO9YImQ0TbLZ7Eg6MP,200,"[0.251, 1.0, 0.43, 0.347, 0.27, 0.871, 0.399, 0.379, 0.183, 0.156, 0.288, 0.178]"
6tjthnx5jBqTiqnlj8hqwk,200,"[1.0, 0.723, 0.653, 0.815, 0.653, 0.868, 0.773, 0.752, 0.599, 0.517, 0.507, 0.694]"
35fysRefZbQ2Iw2akMHjk1,200,"[0.867, 1.0, 0.681, 0.638, 0.624, 0.614, 0.72, 0.721, 0.722, 0.704, 0.862, 0.496]"
5grD9gZKCvSVyqqj9grYIt,200,"[1.0, 0.754, 0.69, 0.754, 0.49, 0.433, 0.689, 0.68, 0.687, 0.68, 0.712, 0.705]"
14oPa8yhDAgCzuStgbOyRM,200,"[0.752, 0.88, 1.0, 0.981, 0.931, 0.87, 0.695, 0.586, 0.508, 0.399, 0.364, 0.385]"
7wV1osxDZQGBeguEF2E3nL,200,"[0.119, 0.185, 0.185, 1.0, 0.11, 0.018, 0.03, 0.14, 0.21, 0.212, 0.236, 0.101]"
7AncjAivatyS655tkdaVmL,200,"[1.0, 0.933, 0.705, 0.679, 0.671, 0.749, 0.692, 0.649, 0.638, 0.679, 0.659, 0.654]"
7rFu5IhLj50r2tNM2d2cat,200,"[0.297, 0.12, 0.097, 0.075, 0.081, 1.0, 0.43, 0.356, 0.171, 0.091, 0.038, 0.036]"
0R4BJKnYZRzNlaDTSphJzB,200,"[0.21, 0.41, 0.303, 0.298, 0.204, 0.193, 0.264, 0.195, 0.23, 0.257, 1.0, 0.601]"
5AR1oitTpdTsWrhX4sEt5i,200,"[0.008, 0.007, 0.009, 0.01, 0.008, 0.007, 0.017, 1.0, 0.511, 0.011, 0.012, 0.01]"
2REMgJ8r6BiAxXWyUdePXo,200,"[0.945, 1.0, 0.515, 0.452, 0.369, 0.391, 0.392, 0.392, 0.623, 0.609, 0.707, 0.288]"
4nKw7rwUHTvejfVwJZxurb,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2bLXpNwJWUZ2zyieojAMxQ,200,"[1.0, 0.635, 0.554, 0.725, 0.388, 0.611, 0.339, 0.142, 0.174, 0.327, 0.166, 0.231]"
3bNL2ECTD8Gh8cRsxD2Qck,200,"[0.94, 1.0, 0.805, 0.838, 0.261, 0.287, 0.412, 0.406, 0.254, 0.268, 0.528, 0.05]"
4LrxLLVI21mfaPU5gVgyKv,200,"[0.685, 0.194, 0.035, 0.031, 0.018, 0.118, 0.282, 0.159, 0.678, 0.662, 1.0, 0.037]"
6Uy2Bwb45HlTuYhrBBaw6u,200,"[1.0, 0.743, 0.207, 0.204, 0.256, 0.364, 0.346, 0.27, 0.454, 0.559, 0.791, 0.2]"
6LqJCjqL4hp0xnnlTEohgd,200,"[0.728, 1.0, 0.929, 0.669, 0.561, 0.487, 0.902, 0.931, 0.702, 0.567, 0.7, 0.43]"
0AAQaNnW9K8BvfnFHvRqKt,200,"[1.0, 0.826, 0.419, 0.397, 0.424, 0.416, 0.423, 0.359, 0.541, 0.516, 0.721, 0.235]"
0cnFARccpRhCniei2A8Ps0,200,"[0.392, 1.0, 0.477, 0.257, 0.481, 0.525, 0.49, 0.365, 0.346, 0.549, 0.487, 0.44]"
0QlULHJrr9u2AunNm1mmzi,200,"[0.047, 0.258, 0.099, 0.116, 0.054, 0.052, 0.059, 0.172, 1.0, 0.104, 0.071, 0.082]"
3Ndzg6BCS9INDBhTvNRJl0,200,"[1.0, 0.643, 0.575, 0.483, 0.577, 0.735, 0.402, 0.489, 0.388, 0.622, 0.606, 0.562]"
1aFfETHRigKxTTdS7qD8Zt,200,"[1.0, 0.825, 0.925, 0.464, 0.288, 0.345, 0.486, 0.325, 0.63, 0.592, 0.774, 0.208]"
1Eb7yAmSCm0eIJaKPC7aAS,200,"[0.594, 0.344, 0.27, 0.278, 0.348, 0.17, 0.102, 0.527, 0.671, 1.0, 0.523, 0.269]"
3QoR3cTkT3lcyxL5plJ2f1,200,"[0.011, 0.017, 0.093, 0.018, 0.013, 0.013, 0.025, 1.0, 0.081, 0.012, 0.009, 0.031]"
3KSM7kb8iDf1hspDiip0mt,200,"[0.111, 0.04, 0.039, 0.13, 0.032, 0.163, 1.0, 0.07, 0.027, 0.034, 0.089, 0.716]"
0wna7d3lZoUWgSw5rKrROX,200,"[1.0, 0.755, 0.223, 0.151, 0.12, 0.119, 0.139, 0.181, 0.197, 0.209, 0.179, 0.269]"
2oZnGUR7R866WtzOhoLpvE,200,"[1.0, 0.763, 0.304, 0.229, 0.324, 0.322, 0.527, 0.628, 0.771, 0.642, 0.71, 0.263]"
7HjXHJzzAUnHaXAGKRDrUe,200,"[1.0, 0.577, 0.176, 0.161, 0.097, 0.095, 0.134, 0.115, 0.063, 0.056, 0.518, 0.04]"
4nSj6NFelcv16XWBpYXv3U,200,"[0.743, 0.497, 0.554, 0.222, 0.648, 0.406, 0.5, 0.248, 0.488, 0.876, 0.835, 1.0]"
26gDm5x1JQ2CkxRpQPUvDh,200,"[0.869, 0.434, 0.021, 0.009, 0.081, 0.108, 0.389, 0.366, 0.772, 0.771, 1.0, 0.041]"
6ts7TFTRn19ur9nDQ6nx5i,200,"[0.323, 0.587, 0.599, 0.639, 0.362, 1.0, 0.759, 0.718, 0.617, 0.609, 0.368, 0.411]"
36lJ2Ikw3iuD5rc0fhhYat,200,"[0.236, 0.241, 0.341, 0.36, 0.611, 1.0, 0.253, 0.17, 0.18, 0.118, 0.143, 0.141]"
5uywciLS352GQwVLx1GyQP,200,"[0.561, 0.925, 1.0, 0.34, 0.368, 0.309, 0.284, 0.282, 0.294, 0.283, 0.262, 0.359]"
0QRzxKDZgyaZrpTpS2oZVv,200,"[0.817, 0.837, 0.655, 0.776, 0.721, 0.622, 0.724, 0.886, 1.0, 0.871, 0.856, 0.911]"
2BG97EQecLERHxQM53r2pL,200,"[0.782, 1.0, 0.16, 0.142, 0.094, 0.037, 0.018, 0.109, 0.047, 0.058, 0.042, 0.316]"
1D8n2a2MUUUKY2AR4RMGvG,200,"[0.36, 0.336, 0.711, 0.798, 0.477, 0.709, 1.0, 0.548, 0.439, 0.433, 0.286, 0.341]"
1o0GAn8Qu55XJVup6qLIci,200,"[0.571, 1.0, 0.54, 0.468, 0.485, 0.658, 0.509, 0.502, 0.498, 0.518, 0.452, 0.69]"
2pVTK4eYPHzYn0hamfKCS6,200,"[0.782, 1.0, 0.5, 0.464, 0.437, 0.466, 0.369, 0.343, 0.366, 0.456, 0.438, 0.733]"
6sUYNHHV0WEM5cEoeIdo4e,200,"[0.519, 1.0, 0.448, 0.825, 0.726, 0.56, 0.348, 0.288, 0.118, 0.128, 0.843, 0.208]"
0hnL6vWsdBIaIhp14VBns4,200,"[0.716, 0.843, 0.799, 0.589, 0.376, 0.525, 0.719, 1.0, 0.606, 0.397, 0.204, 0.219]"
1I2aQ1fnFFIwPBVaN4mkXu,200,"[0.29, 0.242, 1.0, 0.53, 0.529, 0.34, 0.488, 0.482, 0.428, 0.906, 0.253, 0.232]"
1cU0cqmLOdjXke6kfmEveO,200,"[0.889, 1.0, 0.917, 0.891, 0.769, 0.802, 0.831, 0.801, 0.682, 0.692, 0.638, 0.66]"
4vSjqnR06OheZPpg7uyTaH,200,"[0.973, 0.945, 0.924, 0.903, 0.894, 0.986, 1.0, 0.907, 0.853, 0.729, 0.703, 0.603]"
75mu8M4KDtaHbtVMoYxJah,200,"[0.123, 0.101, 0.574, 0.262, 0.098, 0.189, 0.137, 1.0, 0.623, 0.145, 0.105, 0.263]"
0Vooax0TOodJX0cZeVBuBy,200,"[0.101, 0.036, 0.06, 0.056, 0.047, 0.385, 0.41, 0.041, 0.053, 0.058, 0.897, 1.0]"
5VFt482WwVLV9H3SdKZ4ot,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4qdYiyyTtbUYfNcCRLQeg4,200,"[0.587, 0.754, 0.196, 0.258, 0.229, 0.146, 0.184, 0.253, 0.413, 0.425, 0.898, 1.0]"
6eLpOYFMZJPGDXpGm9jKzQ,200,"[0.816, 0.983, 0.825, 0.672, 0.644, 0.927, 0.9, 0.907, 1.0, 0.835, 0.837, 0.731]"
5F3P1cFH9gx9MMnuvScDuM,200,"[1.0, 0.938, 0.074, 0.077, 0.101, 0.088, 0.116, 0.118, 0.115, 0.091, 0.089, 0.121]"
4CemprVFXUyy94jRNJ2O9W,200,"[0.424, 0.373, 0.382, 0.62, 0.637, 1.0, 0.875, 0.881, 0.439, 0.386, 0.403, 0.428]"
4gEN82crj3DaSAayVhqHeB,200,"[1.0, 0.349, 0.243, 0.237, 0.16, 0.163, 0.101, 0.103, 0.129, 0.13, 0.2, 0.019]"
7yhCtRpjua14EI3WxOmgDY,200,"[0.155, 0.146, 0.16, 0.241, 0.143, 0.201, 0.222, 0.28, 1.0, 0.197, 0.125, 0.303]"
1zmOqP9hpkyeLtS29fQLPg,200,"[1.0, 0.556, 0.447, 0.442, 0.081, 0.081, 0.102, 0.1, 0.119, 0.119, 0.14, 0.008]"
3NJonW1LYYcrzesmW8HRm3,200,"[0.85, 1.0, 0.894, 0.863, 0.746, 0.624, 0.465, 0.3, 0.171, 0.073, 0.071, 0.543]"
63AQrzt5z2CsNN4FztzMd4,200,"[1.0, 0.754, 0.255, 0.298, 0.314, 0.294, 0.244, 0.214, 0.275, 0.233, 0.239, 0.278]"
6QdQDKJcucq0HLeLaQ3QGF,200,"[0.621, 1.0, 0.439, 0.111, 0.115, 0.118, 0.13, 0.353, 0.119, 0.04, 0.054, 0.202]"
7bxZ2eBUVtb8ldxBD9XSWL,200,"[0.416, 0.321, 0.238, 0.129, 0.195, 0.323, 0.292, 0.238, 0.121, 0.179, 0.371, 1.0]"
0Z3eRcp3mBmmCLgJxmkiYN,200,"[0.991, 1.0, 0.873, 0.873, 0.888, 0.843, 0.885, 0.856, 0.925, 0.883, 0.959, 0.906]"
0j7hyKTaetFpKsCgOyGPAI,200,"[1.0, 0.939, 0.583, 0.572, 0.55, 0.551, 0.529, 0.527, 0.499, 0.493, 0.462, 0.086]"
10s9j38pfKWqAYNZzDE4wT,200,"[0.149, 0.265, 0.227, 0.215, 0.388, 0.157, 0.227, 0.299, 0.286, 0.195, 0.49, 1.0]"
3xwwHprUsvqYOgNEXWslkw,200,"[0.577, 0.706, 0.56, 0.31, 0.482, 0.466, 0.414, 0.412, 0.344, 0.421, 1.0, 0.866]"
1beG3qMr0wISPGAjgLBoMW,200,"[0.249, 1.0, 0.36, 0.138, 0.074, 0.176, 0.058, 0.098, 0.861, 0.218, 0.052, 0.118]"
0xzxfa66tYYwkxL7fpt67h,200,"[0.509, 0.587, 0.245, 1.0, 0.787, 0.323, 0.14, 0.097, 0.147, 0.068, 0.091, 0.32]"
1ndooqC4qsrZUZ5Mbe1ALO,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2Rczayj2tsm1Uga5uQ58Kz,200,"[0.498, 0.99, 1.0, 0.983, 0.861, 0.859, 0.605, 0.612, 0.446, 0.813, 0.982, 0.808]"
2UGNQUwAds0larw6wdIl0t,200,"[0.377, 0.49, 0.593, 0.314, 0.253, 0.177, 0.422, 1.0, 0.387, 0.152, 0.139, 0.219]"
20hMG1MYYfvn2QkMJod6ah,200,"[1.0, 0.45, 0.298, 0.294, 0.242, 0.23, 0.172, 0.165, 0.63, 0.62, 0.851, 0.053]"
6rCcJf8p7z9QDlfzmBVSVl,200,"[0.191, 0.154, 0.166, 0.268, 1.0, 0.869, 0.208, 0.197, 0.147, 0.087, 0.093, 0.116]"
0uBtglhH218OAmnTx1N3Mr,200,"[0.556, 0.576, 1.0, 0.786, 0.44, 0.602, 0.497, 0.977, 0.583, 0.931, 0.832, 0.472]"
7pknBvriVUDvlAc6yvD2d7,200,"[1.0, 0.784, 0.218, 0.195, 0.152, 0.166, 0.179, 0.161, 0.182, 0.191, 0.179, 0.248]"
5ZDbw2X9euXv2JppKY4lwL,200,"[1.0, 0.905, 0.505, 0.472, 0.451, 0.505, 0.448, 0.391, 0.598, 0.558, 0.629, 0.208]"
63od3ErKpXlRoYHv4UEAzj,200,"[0.503, 0.403, 0.376, 0.484, 0.713, 0.923, 1.0, 0.853, 0.624, 0.446, 0.262, 0.128]"
6Q6Mh2UdkDmYNMCrGcpSr4,200,"[0.477, 0.596, 0.535, 0.293, 0.257, 0.252, 0.195, 1.0, 0.566, 0.227, 0.167, 0.27]"
7eGWSna9uzHRAsSN3CSBN9,200,"[0.823, 0.95, 0.699, 0.753, 0.785, 0.693, 0.655, 0.884, 0.773, 0.821, 0.825, 1.0]"
1honblS52GyrQAo1FhFFlA,200,"[0.742, 0.897, 0.829, 0.81, 0.738, 0.74, 0.845, 0.756, 0.779, 0.771, 1.0, 0.922]"
02qT0Lah95fK7zZn3Ui0b3,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6FDAasCPoFK3V4DHVKyNLe,200,"[0.809, 1.0, 0.719, 0.822, 0.874, 0.825, 0.456, 0.367, 0.129, 0.137, 0.42, 0.386]"
7aGukDYvpSvQ1sHwtMCzoC,200,"[0.584, 1.0, 0.985, 0.972, 0.858, 0.865, 0.892, 0.905, 0.88, 0.89, 0.353, 0.367]"
1X1a3Jkuqpikh8WTtEALhi,200,"[0.596, 0.743, 0.861, 0.733, 0.688, 0.7, 1.0, 0.806, 0.87, 0.836, 0.816, 0.844]"
06ikEyzBn1no18UQABk2VA,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7CrTw9QwxcTUpICJXIoS5l,200,"[0.713, 0.23, 0.076, 0.056, 0.141, 1.0, 0.215, 0.108, 0.085, 0.095, 0.103, 0.153]"
1K3kZ3Q84MOmDcYFDZSJsw,200,"[0.229, 0.257, 0.427, 1.0, 0.532, 0.236, 0.176, 0.328, 0.215, 0.251, 0.825, 0.329]"
6b6eJ6TUApdRxmOUMwqYCm,200,"[0.948, 1.0, 0.742, 0.772, 0.703, 0.648, 0.781, 0.739, 0.814, 0.901, 0.719, 0.849]"
2nfnwsHPGshWwRj4HZ6lF1,200,"[0.209, 0.173, 0.251, 0.162, 1.0, 0.437, 0.261, 0.306, 0.381, 0.562, 0.325, 0.527]"
72AsQJO754OiGEcFBbgxHK,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6nK8x723XCgUxLoviqmfK8,200,"[0.008, 0.008, 0.072, 0.011, 0.009, 0.012, 0.04, 1.0, 0.052, 0.03, 0.021, 0.064]"
4b72B2AEzfkial65LdPTsV,200,"[1.0, 0.952, 0.852, 0.682, 0.578, 0.596, 0.608, 0.549, 0.532, 0.539, 0.642, 0.699]"
2i3NPBH8wp4QVzSQkSpt5c,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2HwZvLOljmgOIaDaylakwl,200,"[1.0, 0.827, 0.671, 0.552, 0.487, 0.443, 0.348, 0.301, 0.313, 0.357, 0.493, 0.628]"
3glBGn2W7JZ4Y7WcZPXCtl,200,"[0.578, 0.596, 0.864, 0.85, 0.817, 1.0, 0.856, 0.7, 0.854, 0.643, 0.609, 0.598]"
1jQjdE1LsnreNRJJYmQ7E4,200,"[0.651, 0.584, 0.566, 0.576, 0.766, 0.666, 0.392, 0.522, 0.471, 0.825, 1.0, 0.957]"
2v3SRUooCOSSOYyzdF46ZC,200,"[1.0, 0.653, 0.139, 0.133, 0.12, 0.145, 0.161, 0.148, 0.144, 0.148, 0.147, 0.145]"
2nd7CZy5KZEh9YMgkQiFwI,200,"[0.624, 0.477, 0.263, 0.203, 1.0, 0.416, 0.155, 0.257, 0.45, 0.584, 0.349, 0.631]"
05nVomLPKYCHNKUT0q98sn,200,"[0.161, 0.091, 0.093, 0.079, 0.049, 0.118, 0.133, 0.053, 0.068, 0.101, 0.842, 1.0]"
4bXd69eMA5EzQSo5DasAIs,200,"[0.533, 0.813, 0.72, 0.612, 0.717, 0.685, 0.716, 0.603, 0.848, 0.874, 1.0, 0.984]"
6Rg6UKw8DG9ltAQBEvLkFa,200,"[0.5, 0.433, 0.349, 0.412, 0.601, 1.0, 0.846, 0.662, 0.291, 0.096, 0.566, 0.234]"
5uEOuktn9O5qafOXvcgtkh,200,"[0.647, 0.533, 0.694, 0.63, 0.648, 0.988, 0.809, 0.785, 1.0, 0.655, 0.591, 0.82]"
3zkSZo9nDjdjY8iCCaF3H2,200,"[0.132, 0.098, 0.369, 0.201, 0.123, 0.508, 0.552, 0.114, 0.186, 0.108, 1.0, 0.979]"
3K10pmwoFZt5N6ESWvDQkv,200,"[1.0, 0.889, 0.436, 0.307, 0.399, 0.415, 0.491, 0.453, 0.572, 0.602, 0.641, 0.285]"
7x54PTmfrOrj3utIDh35cb,200,"[0.993, 1.0, 0.723, 0.355, 0.191, 0.236, 0.199, 0.402, 0.238, 0.11, 0.2, 0.34]"
3zu6ac0Ajv1Gi20seeSdAn,200,"[0.68, 1.0, 0.987, 0.85, 0.867, 0.983, 0.961, 0.825, 0.94, 0.9, 0.991, 0.782]"
13ncagO2fK5Us2mobcjfqL,200,"[0.591, 1.0, 0.851, 0.432, 0.307, 0.648, 0.521, 0.372, 0.378, 0.089, 0.869, 0.452]"
5tU8qceBw0pQS4GhpqoJWq,200,"[0.263, 0.768, 1.0, 0.413, 0.102, 0.038, 0.045, 0.023, 0.018, 0.04, 0.047, 0.338]"
3rKK6L9HYOMPQraSQcVrSk,200,"[0.249, 0.234, 1.0, 0.448, 0.247, 0.254, 0.181, 0.952, 0.44, 0.19, 0.173, 0.293]"
7bV589441R9I59lNpuCuDU,200,"[0.191, 0.494, 0.22, 0.142, 0.162, 0.128, 0.186, 0.203, 0.153, 0.104, 0.154, 1.0]"
6SjsdO2wgWY2Ru7rG9pgnV,200,"[0.908, 1.0, 0.991, 0.962, 0.993, 0.981, 0.909, 0.85, 0.862, 0.858, 0.84, 0.867]"
3hzmlG7URdcx9cvnxenTz5,200,"[0.463, 0.81, 1.0, 0.365, 0.407, 0.764, 0.478, 0.345, 0.326, 0.449, 0.401, 0.194]"
1nJfw5AWAIcjeX3QHskC0n,200,"[0.556, 0.552, 0.376, 0.699, 1.0, 0.379, 0.338, 0.18, 0.56, 0.445, 0.259, 0.238]"
0X9UQQIppBijia0aKYyr8O,200,"[0.798, 0.815, 0.937, 1.0, 0.813, 0.598, 0.368, 0.266, 0.339, 0.492, 0.291, 0.304]"
1KblAmTCUxRJFiX3jTrujP,200,"[1.0, 0.89, 0.884, 0.755, 0.621, 0.715, 0.71, 0.765, 0.801, 0.853, 0.802, 0.862]"
3HWSHUWFdHhhTyWgU7cQlQ,200,"[0.021, 0.015, 0.01, 0.018, 0.088, 1.0, 0.064, 0.019, 0.03, 0.034, 0.056, 0.068]"
1aIZrooboZwnj3i0kjyOIE,200,"[1.0, 0.991, 0.465, 0.428, 0.402, 0.408, 0.403, 0.384, 0.396, 0.368, 0.343, 0.524]"
7lVJ3tcq5ulzZtFQ2pdkAg,200,"[0.825, 0.734, 0.712, 0.705, 1.0, 0.914, 0.841, 0.825, 0.718, 0.693, 0.791, 0.938]"
2iFLeOW6QxBU8VTexNO5XY,200,"[0.281, 0.272, 0.377, 0.37, 0.34, 0.653, 0.778, 0.583, 1.0, 0.55, 0.392, 0.351]"
00sxRqi9UnFLqAY13Kj0G8,200,"[1.0, 0.156, 0.034, 0.08, 0.098, 0.039, 0.049, 0.176, 0.067, 0.058, 0.059, 0.474]"
09qVI2lLQb1m1zeyYf0Tru,200,"[0.649, 0.253, 0.134, 0.121, 0.106, 0.432, 0.403, 0.067, 0.031, 0.022, 0.045, 1.0]"
49ipqCXEIkzZheH0VujAMh,200,"[1.0, 0.746, 0.661, 0.662, 0.47, 0.489, 0.326, 0.321, 0.23, 0.241, 0.197, 0.048]"
1t9yi7xCiGauWY3v7cbEId,200,"[0.37, 0.25, 0.092, 0.176, 1.0, 0.547, 0.325, 0.49, 0.76, 0.314, 0.095, 0.103]"
3jnwhtlE1O5VknVnHoqa8s,200,"[0.884, 0.945, 0.86, 0.868, 1.0, 0.525, 0.589, 0.45, 0.463, 0.335, 0.358, 1.0]"
2Fn34QqYOzze3O1ZWxWSHG,200,"[0.354, 0.404, 0.314, 0.298, 0.271, 0.391, 0.502, 0.375, 0.427, 0.528, 1.0, 0.64]"
4TsBBSyq0oHdrINK2x8kP4,200,"[1.0, 0.694, 0.579, 0.541, 0.631, 0.592, 0.716, 0.697, 0.85, 0.872, 0.846, 0.577]"
5R4Ab574u3LNJSCYPLZijd,200,"[1.0, 0.927, 0.877, 0.792, 0.82, 0.922, 0.825, 0.929, 0.616, 0.866, 0.824, 0.855]"
3LYOCrp9aZbgMH0nnbgGSK,200,"[1.0, 0.684, 0.133, 0.05, 0.06, 0.046, 0.037, 0.127, 0.17, 0.049, 0.051, 0.143]"
1JQ3Nnxz1yyRMdJgU1Yjqk,200,"[0.525, 1.0, 0.073, 0.11, 0.066, 0.115, 0.119, 0.191, 0.102, 0.09, 0.137, 0.184]"
0REQoRjs9HgH5ZboZnL7Jq,200,"[0.795, 1.0, 0.781, 0.602, 0.414, 0.327, 0.512, 0.694, 0.791, 0.594, 0.43, 0.457]"
40JTyCcYmdOK8FsCvaaf2b,200,"[0.638, 0.819, 0.643, 1.0, 0.557, 0.275, 0.57, 0.212, 0.255, 0.302, 0.361, 0.745]"
5XBDEzgWioUt3ylwWBgKcJ,200,"[1.0, 0.66, 0.444, 0.225, 0.164, 0.069, 0.082, 0.083, 0.156, 0.148, 0.245, 0.841]"
1PqYcPNkJZcYhu3j2M9hRv,200,"[0.106, 0.083, 0.106, 0.117, 0.109, 0.044, 0.103, 0.107, 0.03, 0.035, 0.046, 1.0]"
3tc44tzcLhEP8z3A414qyS,200,"[0.497, 1.0, 0.298, 0.177, 0.108, 0.142, 0.152, 0.245, 0.157, 0.129, 0.136, 0.116]"
5pKfdLCJS82PGbcl6wRImx,200,"[1.0, 0.992, 0.915, 0.822, 0.721, 0.574, 0.503, 0.475, 0.441, 0.434, 0.476, 0.459]"
0l3nzuvCWgSlp7SGzd9OZ8,200,"[0.011, 0.026, 1.0, 0.654, 0.028, 0.016, 0.011, 0.009, 0.006, 0.014, 0.006, 0.008]"
2MjWUwXlT0KLTZiLsNor53,200,"[1.0, 0.947, 0.591, 0.546, 0.471, 0.476, 0.473, 0.486, 0.428, 0.418, 0.743, 0.398]"
5DJkRIg5YuInQN1sI1ehr2,200,"[1.0, 0.882, 0.807, 0.669, 0.578, 0.555, 0.503, 0.472, 0.428, 0.356, 0.326, 0.326]"
7bZQA3GnosWzlxgIc6DFLQ,200,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3LjqBx1g2X1EPVj7ZD5Uld,200,"[0.222, 0.065, 0.083, 0.139, 0.105, 0.053, 0.112, 0.162, 0.289, 0.993, 0.468, 1.0]"
2atqAsVsa1HPnwO67jKgo8,200,"[0.548, 0.972, 0.621, 0.412, 0.38, 0.289, 0.478, 0.418, 0.49, 0.453, 1.0, 0.722]"
2N9IL6gFD4djaYBj0mjLp2,200,"[1.0, 0.925, 0.938, 0.706, 0.727, 0.72, 0.413, 0.399, 0.452, 0.449, 0.513, 0.288]"
7tzIceUUsEAl2vhCu3kcKF,200,"[0.737, 0.482, 0.885, 0.755, 0.486, 0.583, 1.0, 0.929, 0.547, 0.364, 0.233, 0.186]"
2y4tKBXHmoMTEWlkNipvom,200,"[0.38, 0.564, 0.976, 0.406, 0.307, 0.322, 0.466, 1.0, 0.392, 0.141, 0.13, 0.267]"
0ZQ5Gmj03F1cpYI7dQ7Cmq,200,"[0.848, 1.0, 0.766, 0.674, 0.563, 0.529, 0.512, 0.449, 0.448, 0.446, 0.408, 0.485]"
51n0YT0G5wKBDaj5KoxMrw,200,"[0.644, 0.537, 0.488, 0.452, 0.474, 0.65, 0.733, 0.475, 0.6, 0.825, 1.0, 0.939]"
4odiSKPbM4LDiPp7HreJEN,200,"[0.932, 0.742, 0.852, 0.867, 0.748, 1.0, 0.844, 0.91, 0.778, 0.828, 0.793, 0.928]"
0XAFbUkWm3th4n8eQzl3PV,200,"[0.74, 0.641, 0.524, 0.46, 0.529, 0.676, 0.774, 0.902, 1.0, 0.995, 0.83, 0.691]"
6pQmzw9M7R1lYea4okB0Pe,200,"[0.926, 0.925, 0.88, 0.898, 0.821, 0.857, 0.866, 0.896, 0.979, 0.861, 1.0, 0.937]"
73cS8Isrx6CutsgmqEqdyU,200,"[0.616, 0.697, 0.573, 0.638, 0.759, 0.578, 0.801, 0.839, 0.801, 0.925, 0.968, 1.0]"
4yjMvkWhFQ0oI2MQOezXY0,200,"[1.0, 0.998, 0.496, 0.383, 0.388, 0.404, 0.472, 0.584, 0.571, 0.666, 0.774, 0.998]"
5oWCWAARZ8yic7iHbkf0aJ,200,"[0.4, 0.304, 0.199, 0.185, 0.158, 0.265, 0.286, 0.23, 0.237, 0.376, 1.0, 0.629]"
1x6Radc3tlmSp50roTcuDI,200,"[1.0, 0.549, 0.211, 0.268, 0.15, 0.17, 0.198, 0.148, 0.299, 0.283, 0.669, 0.374]"
4sI7hi42HaNPSP617C6Pxn,200,"[0.071, 0.105, 1.0, 0.109, 0.028, 0.063, 0.336, 0.242, 0.101, 0.119, 0.224, 0.063]"
3JJ71iOoi7dgIFJRA01I8B,200,"[0.071, 0.066, 0.053, 0.046, 0.085, 1.0, 0.535, 0.135, 0.074, 0.077, 0.05, 0.03]"
4EZU1cTROT8pFwHhmd1ZM5,200,"[1.0, 0.62, 0.627, 0.94, 0.856, 0.539, 0.492, 0.642, 0.731, 0.592, 0.513, 0.714]"
1irCpiBGmPvqF2mYQ09KUg,200,"[1.0, 0.898, 0.508, 0.614, 0.794, 0.63, 0.688, 0.714, 0.597, 0.743, 0.741, 0.473]"
40GQQb66YNqLR7pNEGHGrG,200,"[0.703, 0.634, 0.946, 0.426, 0.896, 0.505, 0.656, 0.423, 0.675, 1.0, 0.444, 0.458]"
5bpFVdNUEADkQbnnfynHsR,200,"[0.416, 0.383, 0.228, 0.233, 0.165, 0.472, 0.479, 0.142, 0.118, 0.1, 0.281, 1.0]"
6Uo7ZPAoJx1vzsPlh0HPD5,200,"[0.855, 0.038, 0.121, 0.097, 0.032, 0.067, 0.024, 0.043, 0.027, 0.026, 0.009, 1.0]"
